issuer_ticker,name,asset_class,weight_percent,price,nominal,market_value,notional_value,sector,isin,exchange,location,market_currency,fund_name,LEI
EQIX,EQUINIX REIT INC,Equity,0.13,853.25,67054,57213825.5,57213825.5,Real Estate,US29444U7000,"NASDAQ",United States,USD,iShares Core MSCI World UCITS ETF,549300EVUN2BTLJ3GT74
8035,TOKYO ELECTRON LTD,Equity,0.13,499.32,114480,57161696.309999995,57161696.309999995,Information Technology,JP3571400005,Tokyo Stock Exchange,Japan,JPY,iShares Core MSCI World UCITS ETF,549300H5LSF8DP3RIJ34
SHW,SHERWIN WILLIAMS,Equity,0.13,298.02,188633,56216406.66,56216406.66,Materials,US8243481061,New York Stock Exchange Inc.,United States,USD,iShares Core MSCI World UCITS ETF,Z15BMIOX8DDH0X2OBP21
RDSB,ROYAL DUTCH SHELL PLC CLASS B,Equity,0.12,20.1,2760624,55484931.5,55484931.5,Energy,GB00B03MM408,London Stock Exchange,United Kingdom,GBP,iShares Core MSCI World UCITS ETF,21380068P1DRHMJ8KU70
EL,ESTEE LAUDER INC CLASS A,Equity,0.12,323.13,171238,55332134.94,55332134.94,Consumer Staples,US5184391044,New York Stock Exchange Inc.,United States,USD,iShares Core MSCI World UCITS ETF,549300VFZ8XJ9NUPU221
COF,CAPITAL ONE FINANCIAL CORP,Equity,0.12,160.17,343259,54979794.03,54979794.03,Financials,US14040H1059,New York Stock Exchange Inc.,United States,USD,iShares Core MSCI World UCITS ETF,ZUE8T73ROZOF6FLBAR73
TFC,TRUIST FINANCIAL CORP,Equity,0.12,55.28,991578,54814431.84,54814431.84,Financials,US89832Q1094,New York Stock Exchange Inc.,United States,USD,iShares Core MSCI World UCITS ETF,549300DRQQI75D2JP341
HCA,HCA HEALTHCARE INC,Equity,0.12,261.64000000000004,208968,54674387.52,54674387.52,Health Care,US40412C1018,New York Stock Exchange Inc.,United States,USD,iShares Core MSCI World UCITS ETF,529900PH4ZGUH2MNEU89
EW,EDWARDS LIFESCIENCES CORP,Equity,0.12,120.69,449592,54261258.48,54261258.48,Health Care,US28176E1082,New York Stock Exchange Inc.,United States,USD,iShares Core MSCI World UCITS ETF,YA13X31F3V31L8TMPR58
8306,MITSUBISHI UFJ FINANCIAL GROUP INC,Equity,0.12,5.78,9271336,53607177.6,53607177.6,Financials,JP3902900004,Tokyo Stock Exchange,Japan,JPY,iShares Core MSCI World UCITS ETF,353800V2V8PUY9TK3E06
CI,CIGNA CORP,Equity,0.12,205.52,260184,53473015.68,53473015.68,Health Care,US1255231003,New York Stock Exchange Inc.,United States,USD,iShares Core MSCI World UCITS ETF,549300VIWYMSIGT1U456
DAI,DAIMLER AG,Equity,0.12,84.85,628718,53346801.2,53346801.2,Consumer Discretionary,DE0007100000,Xetra,Germany,EUR,iShares Core MSCI World UCITS ETF,529900R27DL06UVNT076
DPW,DEUTSCHE POST AG,Equity,0.12,71.6,738569,52884808.2,52884808.2,Industrials,DE0005552004,Xetra,Germany,EUR,iShares Core MSCI World UCITS ETF,8ER8GIG7CSMVD8VUFE78
CSX,CSX CORP,Equity,0.12,30.91,1697909,52482367.190000005,52482367.190000005,Industrials,US1264081035,"NASDAQ",United States,USD,iShares Core MSCI World UCITS ETF,549300JVQR4N1MMP3Q88
SO,SOUTHERN,Equity,0.12,65.38,799949,52300665.620000005,52300665.620000005,Utilities,US8425871071,New York Stock Exchange Inc.,United States,USD,iShares Core MSCI World UCITS ETF,549300FC3G3YU2FBZD92
BNP,BNP PARIBAS SA,Equity,0.12,63.71,820704,52287967.75,52287967.75,Financials,FR0000131104,Nyse Euronext - Euronext Paris,France,EUR,iShares Core MSCI World UCITS ETF,R0MUWSFPU8MPRO8K5P83
BAS,BASF N,Equity,0.12,76.57,681602,52189325.55,52189325.55,Materials,DE000BASF111,Xetra,Germany,EUR,iShares Core MSCI World UCITS ETF,529900PM64WH8AF1E917
9984,SOFTBANK GROUP CORP,Equity,0.12,59.66,873922,52140426.120000005,52140426.120000005,Communication,JP3436100006,Tokyo Stock Exchange,Japan,JPY,iShares Core MSCI World UCITS ETF,5493003BZYYYCDIO0R13
4063,SHIN ETSU CHEMICAL LTD,Equity,0.12,192.02,269057,51664342.32,51664342.32,Materials,JP3371200001,Tokyo Stock Exchange,Japan,JPY,iShares Core MSCI World UCITS ETF,353800PX8Q64N86H5W41
ITW,ILLINOIS TOOL INC,Equity,0.12,217.84,236858,51597146.720000006,51597146.720000006,Industrials,US4523081093,New York Stock Exchange Inc.,United States,USD,iShares Core MSCI World UCITS ETF,76NA4I14SZCFAYMNSV04
DTE,DEUTSCHE TELEKOM N AG,Equity,0.11,20.49,2485502,50932949.24,50932949.24,Communication,DE0005557508,Xetra,Germany,EUR,iShares Core MSCI World UCITS ETF,549300V9QSIG4WX4GJ96
ENEL,ENEL,Equity,0.11,8.239999999999998,6145962,50615846.59,50615846.59,Utilities,IT0003128367,Borsa Italiana,Italy,EUR,iShares Core MSCI World UCITS ETF,WOCMU6HCI0OJWNPRZS33
ILMN,ILLUMINA INC,Equity,0.11,449.92,112085,50429283.2,50429283.2,Health Care,US4523271090,"NASDAQ",United States,USD,iShares Core MSCI World UCITS ETF,SQ95QG8SR5Q56LSNF682
6367,DAIKIN INDUSTRIES LTD,Equity,0.11,258.46,194549,50282887.92,50282887.92,Industrials,JP3481800005,Tokyo Stock Exchange,Japan,JPY,iShares Core MSCI World UCITS ETF,549300Y7FWSTSHMW5Y57
CME,CME GROUP INC CLASS A,Equity,0.11,188.69,265526,50102100.94,50102100.94,Financials,US12572Q1058,"NASDAQ",United States,USD,iShares Core MSCI World UCITS ETF,LCZ7XYGSLJUHFXXNXD88
SNAP,SNAP INC CLASS A,Equity,0.11,72.48,686193,49735268.64,49735268.64,Communication,US83304A1060,New York Stock Exchange Inc.,United States,USD,iShares Core MSCI World UCITS ETF,549300JNC0L6VP8A2Q35
ZURN,ZURICH INSURANCE GROUP AG,Equity,0.11,428.27,115305,49381716.65,49381716.65,Financials,CH0011075394,SIX Swiss Exchange,Switzerland,CHF,iShares Core MSCI World UCITS ETF,529900QVNRBND50TXP03
GM,GENERAL MOTORS,Equity,0.11,51.52,952230,49058889.6,49058889.6,Consumer Discretionary,US37045V1008,New York Stock Exchange Inc.,United States,USD,iShares Core MSCI World UCITS ETF,54930070NSV60J38I987
REGN,REGENERON PHARMACEUTICALS INC,Equity,0.11,653.1800000000001,74265,48508412.7,48508412.7,Health Care,US75886F1075,"NASDAQ",United States,USD,iShares Core MSCI World UCITS ETF,549300RCBFWIRX3HYQ56
FDX,FEDEX CORP,Equity,0.11,258.38,187266,48385789.08,48385789.08,Industrials,US31428X1063,New York Stock Exchange Inc.,United States,USD,iShares Core MSCI World UCITS ETF,549300E707U7WNPZN687
WM,WASTE MANAGEMENT INC,Equity,0.11,153.89,314200,48352238,48352238,Industrials,US94106L1098,New York Stock Exchange Inc.,United States,USD,iShares Core MSCI World UCITS ETF,549300YX8JIID70NFS41
ICE,INTERCONTINENTAL EXCHANGE INC,Equity,0.11,118.93,405720,48252279.6,48252279.6,Financials,US45866F1049,New York Stock Exchange Inc.,United States,USD,iShares Core MSCI World UCITS ETF,5493000F4ZO33MV32P92
IBE,IBERDROLA SA,Equity,0.11,11.02,4372306,48193303.47,48193303.47,Utilities,ES0144580Y14,Bolsa De Madrid,Spain,EUR,iShares Core MSCI World UCITS ETF,5QK37QC7NWOJ8D7WVQ45
7741,HOYA CORP,Equity,0.11,173.28,273423,47378358.41,47378358.41,Health Care,JP3837800006,Tokyo Stock Exchange,Japan,JPY,iShares Core MSCI World UCITS ETF,353800X4VR3BHEUCJB42
FISV,FISERV INC,Equity,0.11,108.55,435964,47323892.2,47323892.2,Information Technology,US3377381088,"NASDAQ",United States,USD,iShares Core MSCI World UCITS ETF,GI7UBEJLXYLGR2C7GV83
ABBN,ABB LTD,Equity,0.11,36.48,1295333,47258272.09,47258272.09,Industrials,CH0012221716,SIX Swiss Exchange,Switzerland,CHF,iShares Core MSCI World UCITS ETF,5493000LKVGOO9PELI61
MCO,MOODYS CORP,Equity,0.11,380.33,124031,47172710.23,47172710.23,Financials,US6153691059,New York Stock Exchange Inc.,United States,USD,iShares Core MSCI World UCITS ETF,549300GCEDD8YCF5WU84
CL,COLGATE-PALMOLIVE,Equity,0.11,76.47,615114,47037767.58,47037767.58,Consumer Staples,US1941621039,New York Stock Exchange Inc.,United States,USD,iShares Core MSCI World UCITS ETF,YMEGZFW4SBUSS5BQXF88
ADS,ADIDAS N AG,Equity,0.11,335.72999999999996,139758,46920993.87,46920993.87,Consumer Discretionary,DE000A1EWWW0,Xetra,Germany,EUR,iShares Core MSCI World UCITS ETF,549300JSX0Z4CW0V5023
SAN,BANCO SANTANDER SA,Equity,0.11,3.65,12819863,46810324.690000005,46810324.690000005,Financials,ES0113900J37,Bolsa De Madrid,Spain,EUR,iShares Core MSCI World UCITS ETF,5493006QMFDDMYWIAM13
NSC,NORFOLK SOUTHERN CORP,Equity,0.1,248,188068,46640864,46640864,Industrials,US6558441084,New York Stock Exchange Inc.,United States,USD,iShares Core MSCI World UCITS ETF,54930036C8MWP850MI84
BSX,BOSTON SCIENTIFIC CORP,Equity,0.1,44.9,1024882,46017201.8,46017201.8,Health Care,US1011371077,New York Stock Exchange Inc.,United States,USD,iShares Core MSCI World UCITS ETF,Y6ZDD9FP4P8JSSJMW954
SNOW,SNOWFLAKE CLASS A,Equity,0.1,323.52,142014,45944369.28,45944369.28,Information Technology,US8334451098,New York Stock Exchange Inc.,United States,USD,iShares Core MSCI World UCITS ETF,254900CJNSY1K7T53Z16
ADSK,AUTODESK INC,Equity,0.1,290.68,157551,45796924.68,45796924.68,Information Technology,US0527691069,"NASDAQ",United States,USD,iShares Core MSCI World UCITS ETF,FRKKVKAIQEF3FCSTPG55
UBSG,UBS GROUP AG,Equity,0.1,16.71,2734480,45685482.03,45685482.03,Financials,CH0244767585,SIX Swiss Exchange,Switzerland,CHF,iShares Core MSCI World UCITS ETF,549300SZJ9VS8SGXAN81
D,DOMINION ENERGY INC,Equity,0.1,74.93,603966,45255172.379999995,45255172.379999995,Utilities,US25746U1097,New York Stock Exchange Inc.,United States,USD,iShares Core MSCI World UCITS ETF,ILUL7B6Z54MRYCF6H308
ATVI,ACTIVISION BLIZZARD INC,Equity,0.1,79.28,570195,45205059.6,45205059.6,Communication,US00507V1098,"NASDAQ",United States,USD,iShares Core MSCI World UCITS ETF,549300TPQQDBP9GNOF40
LONN,LONZA GROUP AG,Equity,0.1,838.1700000000001,53723,45028971.52,45028971.52,Health Care,CH0013841017,SIX Swiss Exchange,Switzerland,CHF,iShares Core MSCI World UCITS ETF,549300EFW4H2TCZ71055
REL,RELX PLC,Equity,0.1,30.27,1474997,44642937.7,44642937.7,Industrials,GB00B2B0DG97,London Stock Exchange,United Kingdom,GBP,iShares Core MSCI World UCITS ETF,549300WSX3VBUFFJOO66
KLAC,KLA CORP,Equity,0.1,372.02,119076,44298653.52,44298653.52,Information Technology,US4824801009,"NASDAQ",United States,USD,iShares Core MSCI World UCITS ETF,549300H0BF5JCG96TJ81
EMR,EMERSON ELECTRIC,Equity,0.1,98.78,443608,43819598.24,43819598.24,Industrials,US2910111044,New York Stock Exchange Inc.,United States,USD,iShares Core MSCI World UCITS ETF,FGLT0EWZSUIRRITFOA30
6594,NIDEC CORP,Equity,0.1,126.45,343400,43422170.54,43422170.54,Industrials,JP3734800000,Tokyo Stock Exchange,Japan,JPY,iShares Core MSCI World UCITS ETF,353800IF171MZTNL6Y31
APD,AIR PRODUCTS AND CHEMICALS INC,Equity,0.1,266.41999999999996,162873,43392624.66,43392624.66,Materials,US0091581068,New York Stock Exchange Inc.,United States,USD,iShares Core MSCI World UCITS ETF,7QEON6Y1RL5XR3R1W237
BHP,BHP GROUP PLC,Equity,0.1,27.1,1596113,43258036.48,43258036.48,Materials,GB00BH0P3Z91,London Stock Exchange,United Kingdom,GBP,iShares Core MSCI World UCITS ETF,549300C116EOWV835768
IFX,INFINEON TECHNOLOGIES AG,Equity,0.1,43.92,981867,43128418.63,43128418.63,Information Technology,DE0006231004,Xetra,Germany,EUR,iShares Core MSCI World UCITS ETF,TSI2PJM6EPETEQ4X1U25
EL,ESSILORLUXOTTICA SA,Equity,0.1,201.37,211582,42605758.06,42605758.06,Consumer Discretionary,FR0000121667,Nyse Euronext - Euronext Paris,France,EUR,iShares Core MSCI World UCITS ETF,549300M3VH1A3ER1TB49
RKT,RECKITT BENCKISER GROUP PLC,Equity,0.1,81.14999999999999,523981,42519281.849999994,42519281.849999994,Consumer Staples,GB00B24CGK77,London Stock Exchange,United Kingdom,GBP,iShares Core MSCI World UCITS ETF,5493003JFSMOJG48V108
DG,VINCI SA,Equity,0.1,103.67,407996,42297649.32,42297649.32,Industrials,FR0000125486,Nyse Euronext - Euronext Paris,France,EUR,iShares Core MSCI World UCITS ETF,213800WFQ334R8UXUG83
TWLO,TWILIO INC CLASS A,Equity,0.09,345.8,121940,42166852,42166852,Information Technology,US90138F1021,New York Stock Exchange Inc.,United States,USD,iShares Core MSCI World UCITS ETF,5493004W8TRGD63APX93
KER,KERING SA,Equity,0.09,732.2800000000001,57521,42121355.65,42121355.65,Consumer Discretionary,FR0000121485,Nyse Euronext - Euronext Paris,France,EUR,iShares Core MSCI World UCITS ETF,549300VGEJKB7SVUZR78
ZM,ZOOM VIDEO COMMUNICATIONS INC CLAS,Equity,0.09,278.21999999999997,151062,42028469.64,42028469.64,Information Technology,US98980L1017,"NASDAQ",United States,USD,iShares Core MSCI World UCITS ETF,549300T9GCHU0ODOM055
6501,HITACHI LTD,Equity,0.09,59.690000000000005,699336,41743311.63,41743311.63,Industrials,JP3788600009,Tokyo Stock Exchange,Japan,JPY,iShares Core MSCI World UCITS ETF,549300T6IPOCDWLKC615
MSCI,MSCI INC,Equity,0.09,652.15,63912,41680210.8,41680210.8,Financials,US55354G1004,New York Stock Exchange Inc.,United States,USD,iShares Core MSCI World UCITS ETF,549300HTIN2PD78UB763
NOC,NORTHROP GRUMMAN CORP,Equity,0.09,349.66,118217,41335756.220000006,41335756.220000006,Industrials,US6668071029,New York Stock Exchange Inc.,United States,USD,iShares Core MSCI World UCITS ETF,RIMU48P07456QXSO0R61
DG,DOLLAR GENERAL CORP,Equity,0.09,221.56,186390,41296568.4,41296568.4,Consumer Discretionary,US2566771059,New York Stock Exchange Inc.,United States,USD,iShares Core MSCI World UCITS ETF,OPX52SQVOZI8IVSWYU66
PGR,PROGRESSIVE CORP,Equity,0.09,92.99,443889,41277238.11,41277238.11,Financials,US7433151039,New York Stock Exchange Inc.,United States,USD,iShares Core MSCI World UCITS ETF,529900TACNVLY9DCR586
CFR,COMPAGNIE FINANCIERE RICHEMONT SA,Equity,0.09,105.88,389226,41212906.99,41212906.99,Consumer Discretionary,CH0210483332,SIX Swiss Exchange,Switzerland,CHF,iShares Core MSCI World UCITS ETF,549300YIPGJ6UX2QPS51
9433,KDDI CORP,Equity,0.09,34.9,1176650,41067392.16,41067392.16,Communication,JP3496400007,Tokyo Stock Exchange,Japan,JPY,iShares Core MSCI World UCITS ETF,5299003FU7V4I45FU310
ALGN,ALIGN TECHNOLOGY INC,Equity,0.09,728.2900000000001,56278,40986704.620000005,40986704.620000005,Health Care,US0162551016,"NASDAQ",United States,USD,iShares Core MSCI World UCITS ETF,549300N5YSE0U3LCP840
IDXX,IDEXX LABORATORIES INC,Equity,0.09,663.4499999999999,61591,40862548.95,40862548.95,Health Care,US45168D1046,"NASDAQ",United States,USD,iShares Core MSCI World UCITS ETF,OGMTXK0LUU1HKV2P0J84
ECL,ECOLAB INC,Equity,0.09,223.57,182448,40789899.36,40789899.36,Materials,US2788651006,New York Stock Exchange Inc.,United States,USD,iShares Core MSCI World UCITS ETF,82DYEISM090VG8LTLS26
DOCU,DOCUSIGN INC,Equity,0.09,277.1,145609,40348253.9,40348253.9,Information Technology,US2561631068,"NASDAQ",United States,USD,iShares Core MSCI World UCITS ETF,549300Q7PVDWRZ39JG09
A,AGILENT TECHNOLOGIES INC,Equity,0.09,173.28,232773,40334905.44,40334905.44,Health Care,US00846U1016,New York Stock Exchange Inc.,United States,USD,iShares Core MSCI World UCITS ETF,QUIX8Y7A2WP0XRMW7G29
HUM,HUMANA INC,Equity,0.09,399.17,99350,39657539.5,39657539.5,Health Care,US4448591028,New York Stock Exchange Inc.,United States,USD,iShares Core MSCI World UCITS ETF,529900YLDW34GJAO4J06
DXCM,DEXCOM INC,Equity,0.09,565.13,70169,39654606.97,39654606.97,Health Care,US2521311074,"NASDAQ",United States,USD,iShares Core MSCI World UCITS ETF,549300YSK3QDSFR5EU59
CRWD,CROWDSTRIKE HOLDINGS INC CLASS A,Equity,0.09,264.74,149272,39518269.28,39518269.28,Information Technology,US22788C1053,"NASDAQ",United States,USD,iShares Core MSCI World UCITS ETF,549300YBY08K9KM4HX32
CS,AXA SA,Equity,0.09,27.44,1434432,39366903.96,39366903.96,Financials,FR0000120628,Nyse Euronext - Euronext Paris,France,EUR,iShares Core MSCI World UCITS ETF,F5WCUMTUM4RKZ1MAIE39
4502,TAKEDA PHARMACEUTICAL LTD,Equity,0.09,34.47,1136895,39192549.93,39192549.93,Health Care,JP3463000004,Tokyo Stock Exchange,Japan,JPY,iShares Core MSCI World UCITS ETF,549300ZLMVP4X0OGR454
F,FORD MOTOR CO,Equity,0.09,13.4,2911627,39015801.8,39015801.8,Consumer Discretionary,US3453708600,New York Stock Exchange Inc.,United States,USD,iShares Core MSCI World UCITS ETF,20S05OYHG0MQM4VUIC57
7974,NINTENDO LTD,Equity,0.09,478.8,80377,38484199.73,38484199.73,Communication,JP3756600007,Tokyo Stock Exchange,Japan,JPY,iShares Core MSCI World UCITS ETF,353800FEEXU6I9M0ZF27
LULU,LULULEMON ATHLETICA INC,Equity,0.09,426.44,89862,38320751.28,38320751.28,Consumer Discretionary,US5500211090,"NASDAQ",United States,USD,iShares Core MSCI World UCITS ETF,549300D9GZ4BMLDW5T40
PRU,PRUDENTIAL PLC,Equity,0.09,20.130000000000003,1893523,38119912.720000006,38119912.720000006,Financials,GB0007099541,London Stock Exchange,United Kingdom,GBP,iShares Core MSCI World UCITS ETF,5493001Z3ZE83NGK8Y12
BAYN,BAYER AG,Equity,0.09,53.690000000000005,708193,38021900.61,38021900.61,Health Care,DE000BAY0017,Xetra,Germany,EUR,iShares Core MSCI World UCITS ETF,549300J4U55H3WP1XT59
EBAY,EBAY INC,Equity,0.09,74.7,507159,37884777.3,37884777.3,Consumer Discretionary,US2786421030,"NASDAQ",United States,USD,iShares Core MSCI World UCITS ETF,OML71K8X303XQONU6T67
6981,MURATA MANUFACTURING LTD,Equity,0.08,93.02,405318,37704000,37704000,Information Technology,JP3914400001,Tokyo Stock Exchange,Japan,JPY,iShares Core MSCI World UCITS ETF,529900QZG6DL8ZRI7140
FCX,FREEPORT MCMORAN INC,Equity,0.08,34.3,1093991,37523891.3,37523891.3,Materials,US35671D8570,New York Stock Exchange Inc.,United States,USD,iShares Core MSCI World UCITS ETF,549300IRDTHJQ1PVET45
TEL,TE CONNECTIVITY LTD,Equity,0.08,143.79,260386,37440902.94,37440902.94,Information Technology,CH0102993182,New York Stock Exchange Inc.,United States,USD,iShares Core MSCI World UCITS ETF,894500ZRIX9K13RHXR17
TWTR,TWITTER INC,Equity,0.08,62.290000000000006,596405,37150067.45,37150067.45,Communication,US90184L1026,New York Stock Exchange Inc.,United States,USD,iShares Core MSCI World UCITS ETF,549300I8RX485XMK6836
SIKA,SIKA AG,Equity,0.08,354.03,104442,36975413.84,36975413.84,Materials,CH0418792922,SIX Swiss Exchange,Switzerland,CHF,iShares Core MSCI World UCITS ETF,549300R3N69ECGYPU434
AAL,ANGLO AMERICAN PLC,Equity,0.08,38.809999999999995,951519,36929161.27,36929161.27,Materials,GB00B1XZS820,London Stock Exchange,United Kingdom,GBP,iShares Core MSCI World UCITS ETF,549300S9XF92D1X8ME43
IQV,IQVIA HOLDINGS INC,Equity,0.08,257.85,142565,36760385.25,36760385.25,Health Care,US46266C1053,New York Stock Exchange Inc.,United States,USD,iShares Core MSCI World UCITS ETF,549300W3R20NM4KQPH86
WDAY,WORKDAY INC CLASS A,Equity,0.08,271.07,135462,36719684.34,36719684.34,Information Technology,US98138H1014,"NASDAQ",United States,USD,iShares Core MSCI World UCITS ETF,549300J0DYC0N31V7G13
ROP,ROPER TECHNOLOGIES INC,Equity,0.08,473.72,76626,36299268.720000006,36299268.720000006,Industrials,US7766961061,New York Stock Exchange Inc.,United States,USD,iShares Core MSCI World UCITS ETF,54930003T4SXCIWVXY35
ISP,INTESA SANPAOLO,Equity,0.08,2.8299999999999996,12754923,36122740.71,36122740.71,Financials,IT0000072618,Borsa Italiana,Italy,EUR,iShares Core MSCI World UCITS ETF,2W8N8UU78PMDQKZENC08
UBER,UBER TECHNOLOGIES INC,Equity,0.08,39.52,913551,36103535.52,36103535.52,Industrials,US90353T1007,New York Stock Exchange Inc.,United States,USD,iShares Core MSCI World UCITS ETF,549300B2FTG34FILDR98
7267,HONDA MOTOR LTD,Equity,0.08,31.14,1150350,35816642.949999996,35816642.949999996,Consumer Discretionary,JP3854600008,Tokyo Stock Exchange,Japan,JPY,iShares Core MSCI World UCITS ETF,549300P7ZYCQJ36CCS16
VRTX,VERTEX PHARMACEUTICALS INC,Equity,0.08,187.1,191401,35811127.1,35811127.1,Health Care,US92532F1003,"NASDAQ",United States,USD,iShares Core MSCI World UCITS ETF,54930015RAQRRZ5ZGJ91
CDNS,CADENCE DESIGN SYSTEMS INC,Equity,0.08,167.61,213483,35781885.63,35781885.63,Information Technology,US1273871087,"NASDAQ",United States,USD,iShares Core MSCI World UCITS ETF,GCT7RXJOGLXPV0NXZY22
8316,SUMITOMO MITSUI FINANCIAL GROUP IN,Equity,0.08,36.1,991278,35781836.06,35781836.06,Financials,JP3890350006,Tokyo Stock Exchange,Japan,JPY,iShares Core MSCI World UCITS ETF,35380028MYWPB6AUO129
SNPS,SYNOPSYS INC,Equity,0.08,335.38,105314,35320209.32,35320209.32,Information Technology,US8716071076,"NASDAQ",United States,USD,iShares Core MSCI World UCITS ETF,QG7T915N9S0NY5UKNE63
ATCO A,ATLAS COPCO CLASS A,Equity,0.08,69.36,506364,35122972.33,35122972.33,Industrials,SE0011166610,Nasdaq Omx Nordic,Sweden,SEK,iShares Core MSCI World UCITS ETF,213800T8PC8Q4FYJZR07
GPN,GLOBAL PAYMENTS INC,Equity,0.08,163.99,212987,34927738.13,34927738.13,Information Technology,US37940X1028,New York Stock Exchange Inc.,United States,USD,iShares Core MSCI World UCITS ETF,549300NOMHGVQBX6S778
EXC,EXELON CORP,Equity,0.08,50.18,695974,34923975.32,34923975.32,Utilities,US30161N1019,"NASDAQ",United States,USD,iShares Core MSCI World UCITS ETF,3SOUA6IRML7435B56G12
KMB,KIMBERLY CLARK CORP,Equity,0.08,135.94,256848,34915917.120000005,34915917.120000005,Consumer Staples,US4943681035,New York Stock Exchange Inc.,United States,USD,iShares Core MSCI World UCITS ETF,MP3J6QPYPGN75NVW2S34
NG.,"NATIONAL GRID PLC",Equity,0.08,13.32,2601056,34634595.260000005,34634595.260000005,Utilities,GB00BDR05C01,London Stock Exchange,United Kingdom,GBP,iShares Core MSCI World UCITS ETF,8R95QZMKZLJX5Q2XR704
